Year,Harveted_Timber,Biomass,Pulpwood,Sawlog,Biochar,Residential_Fuel,Industry_Fuel,Paper,Composite_Board,Lumber,Veneer,Construction_B,Construction_E,Home_Application,Processing_Residual
2048,1960665761,647019701,941119565.1,372526494.5,71172167.0,212545972.0,347126070.0,500196612.0,319436361.0,153108389.0,22724116.0,240848762.94,47696325.0,206723778.06,547614207.0
2049,1960665761,647019701,941119565.1,372526494.5,71172167.0,212545972.0,347126070.0,500196612.0,319436361.0,153108389.0,22724116.0,240848762.94,47696325.0,206723778.06,547614207.0
2050,1960665761,647019701,941119565.1,372526494.5,71172167.0,212545972.0,347126070.0,500196612.0,319436361.0,153108389.0,22724116.0,240848762.94,47696325.0,206723778.06,547614207.0
2051,1960665761,647019701,941119565.1,372526494.5,71172167.0,212545972.0,347126070.0,500196612.0,319436361.0,153108389.0,22724116.0,240848762.94,47696325.0,206723778.06,547614207.0
2052,1960665761,647019701,941119565.1,372526494.5,71172167.0,212545972.0,347126070.0,500196612.0,319436361.0,153108389.0,22724116.0,240848762.94,47696325.0,206723778.06,547614207.0
2053,1960665761,647019701,941119565.1,372526494.5,71172167.0,212545972.0,347126070.0,500196612.0,319436361.0,153108389.0,22724116.0,240848762.94,47696325.0,206723778.06,547614207.0
2054,1960665761,647019701,941119565.1,372526494.5,71172167.0,212545972.0,347126070.0,500196612.0,319436361.0,153108389.0,22724116.0,240848762.94,47696325.0,206723778.06,547614207.0
2055,1960665761,647019701,941119565.1,372526494.5,71172167.0,212545972.0,347126070.0,500196612.0,319436361.0,153108389.0,22724116.0,240848762.94,47696325.0,206723778.06,547614207.0
2056,1960665761,647019701,941119565.1,372526494.5,71172167.0,212545972.0,347126070.0,500196612.0,319436361.0,153108389.0,22724116.0,240848762.94,47696325.0,206723778.06,547614207.0
2057,1960665761,647019701,941119565.1,372526494.5,71172167.0,212545972.0,347126070.0,500196612.0,319436361.0,153108389.0,22724116.0,240848762.94,47696325.0,206723778.06,547614207.0
2058,1960665761,647019701,941119565.1,372526494.5,71172167.0,212545972.0,347126070.0,500196612.0,319436361.0,153108389.0,22724116.0,240848762.94,47696325.0,206723778.06,547614207.0
2059,1960665761,647019701,941119565.1,372526494.5,71172167.0,212545972.0,347126070.0,500196612.0,319436361.0,153108389.0,22724116.0,240848762.94,47696325.0,206723778.06,547614207.0
2060,1960665761,647019701,941119565.1,372526494.5,71172167.0,212545972.0,347126070.0,500196612.0,319436361.0,153108389.0,22724116.0,240848762.94,47696325.0,206723778.06,547614207.0
2061,1960665761,647019701,941119565.1,372526494.5,71172167.0,212545972.0,347126070.0,500196612.0,319436361.0,153108389.0,22724116.0,240848762.94,47696325.0,206723778.06,547614207.0
2062,1960665761,647019701,941119565.1,372526494.5,71172167.0,212545972.0,347126070.0,500196612.0,319436361.0,153108389.0,22724116.0,240848762.94,47696325.0,206723778.06,547614207.0
2063,1960665761,647019701,941119565.1,372526494.5,71172167.0,212545972.0,347126070.0,500196612.0,319436361.0,153108389.0,22724116.0,240848762.94,47696325.0,206723778.06,547614207.0
2064,1960665761,647019701,941119565.1,372526494.5,71172167.0,212545972.0,347126070.0,500196612.0,319436361.0,153108389.0,22724116.0,240848762.94,47696325.0,206723778.06,547614207.0
2065,1960665761,647019701,941119565.1,372526494.5,71172167.0,212545972.0,347126070.0,500196612.0,319436361.0,153108389.0,22724116.0,240848762.94,47696325.0,206723778.06,547614207.0
2066,1960665761,647019701,941119565.1,372526494.5,71172167.0,212545972.0,347126070.0,500196612.0,319436361.0,153108389.0,22724116.0,240848762.94,47696325.0,206723778.06,547614207.0
2067,1960665761,647019701,941119565.1,372526494.5,71172167.0,212545972.0,347126070.0,500196612.0,319436361.0,153108389.0,22724116.0,240848762.94,47696325.0,206723778.06,547614207.0
2068,1960665761,647019701,941119565.1,372526494.5,71172167.0,212545972.0,347126070.0,500196612.0,319436361.0,153108389.0,22724116.0,240848762.94,47696325.0,206723778.06,547614207.0
2069,1960665761,647019701,941119565.1,372526494.5,71172167.0,212545972.0,347126070.0,500196612.0,319436361.0,153108389.0,22724116.0,240848762.94,47696325.0,206723778.06,547614207.0
2070,1960665761,647019701,941119565.1,372526494.5,71172167.0,212545972.0,347126070.0,500196612.0,319436361.0,153108389.0,22724116.0,240848762.94,47696325.0,206723778.06,547614207.0
2071,1960665761,647019701,941119565.1,372526494.5,71172167.0,212545972.0,347126070.0,500196612.0,319436361.0,153108389.0,22724116.0,240848762.94,47696325.0,206723778.06,547614207.0
2072,1960665761,647019701,941119565.1,372526494.5,71172167.0,212545972.0,347126070.0,500196612.0,319436361.0,153108389.0,22724116.0,240848762.94,47696325.0,206723778.06,547614207.0
2073,1960665761,647019701,941119565.1,372526494.5,71172167.0,212545972.0,347126070.0,500196612.0,319436361.0,153108389.0,22724116.0,240848762.94,47696325.0,206723778.06,547614207.0
2074,1960665761,647019701,941119565.1,372526494.5,71172167.0,212545972.0,347126070.0,500196612.0,319436361.0,153108389.0,22724116.0,240848762.94,47696325.0,206723778.06,547614207.0
2075,1960665761,647019701,941119565.1,372526494.5,71172167.0,212545972.0,347126070.0,500196612.0,319436361.0,153108389.0,22724116.0,240848762.94,47696325.0,206723778.06,547614207.0
2076,1960665761,647019701,941119565.1,372526494.5,71172167.0,212545972.0,347126070.0,500196612.0,319436361.0,153108389.0,22724116.0,240848762.94,47696325.0,206723778.06,547614207.0
2077,1960665761,647019701,941119565.1,372526494.5,71172167.0,212545972.0,347126070.0,500196612.0,319436361.0,153108389.0,22724116.0,240848762.94,47696325.0,206723778.06,547614207.0
2078,1960665761,647019701,941119565.1,372526494.5,71172167.0,212545972.0,347126070.0,500196612.0,319436361.0,153108389.0,22724116.0,240848762.94,47696325.0,206723778.06,547614207.0
2079,1960665761,647019701,941119565.1,372526494.5,71172167.0,212545972.0,347126070.0,500196612.0,319436361.0,153108389.0,22724116.0,240848762.94,47696325.0,206723778.06,547614207.0
2080,1960665761,647019701,941119565.1,372526494.5,71172167.0,212545972.0,347126070.0,500196612.0,319436361.0,153108389.0,22724116.0,240848762.94,47696325.0,206723778.06,547614207.0
2081,1960665761,647019701,941119565.1,372526494.5,71172167.0,212545972.0,347126070.0,500196612.0,319436361.0,153108389.0,22724116.0,240848762.94,47696325.0,206723778.06,547614207.0
2082,1960665761,647019701,941119565.1,372526494.5,71172167.0,212545972.0,347126070.0,500196612.0,319436361.0,153108389.0,22724116.0,240848762.94,47696325.0,206723778.06,547614207.0
2083,1960665761,647019701,941119565.1,372526494.5,71172167.0,212545972.0,347126070.0,500196612.0,319436361.0,153108389.0,22724116.0,240848762.94,47696325.0,206723778.06,547614207.0
2084,1960665761,647019701,941119565.1,372526494.5,71172167.0,212545972.0,347126070.0,500196612.0,319436361.0,153108389.0,22724116.0,240848762.94,47696325.0,206723778.06,547614207.0
2085,1960665761,647019701,941119565.1,372526494.5,71172167.0,212545972.0,347126070.0,500196612.0,319436361.0,153108389.0,22724116.0,240848762.94,47696325.0,206723778.06,547614207.0
2086,1960665761,647019701,941119565.1,372526494.5,71172167.0,212545972.0,347126070.0,500196612.0,319436361.0,153108389.0,22724116.0,240848762.94,47696325.0,206723778.06,547614207.0
2087,1960665761,647019701,941119565.1,372526494.5,71172167.0,212545972.0,347126070.0,500196612.0,319436361.0,153108389.0,22724116.0,240848762.94,47696325.0,206723778.06,547614207.0
2088,1960665761,647019701,941119565.1,372526494.5,71172167.0,212545972.0,347126070.0,500196612.0,319436361.0,153108389.0,22724116.0,240848762.94,47696325.0,206723778.06,547614207.0
2089,1960665761,647019701,941119565.1,372526494.5,71172167.0,212545972.0,347126070.0,500196612.0,319436361.0,153108389.0,22724116.0,240848762.94,47696325.0,206723778.06,547614207.0
2090,1960665761,647019701,941119565.1,372526494.5,71172167.0,212545972.0,347126070.0,500196612.0,319436361.0,153108389.0,22724116.0,240848762.94,47696325.0,206723778.06,547614207.0
2091,1960665761,647019701,941119565.1,372526494.5,71172167.0,212545972.0,347126070.0,500196612.0,319436361.0,153108389.0,22724116.0,240848762.94,47696325.0,206723778.06,547614207.0
2092,1960665761,647019701,941119565.1,372526494.5,71172167.0,212545972.0,347126070.0,500196612.0,319436361.0,153108389.0,22724116.0,240848762.94,47696325.0,206723778.06,547614207.0
2093,1960665761,647019701,941119565.1,372526494.5,71172167.0,212545972.0,347126070.0,500196612.0,319436361.0,153108389.0,22724116.0,240848762.94,47696325.0,206723778.06,547614207.0
2094,1960665761,647019701,941119565.1,372526494.5,71172167.0,212545972.0,347126070.0,500196612.0,319436361.0,153108389.0,22724116.0,240848762.94,47696325.0,206723778.06,547614207.0
2095,1960665761,647019701,941119565.1,372526494.5,71172167.0,212545972.0,347126070.0,500196612.0,319436361.0,153108389.0,22724116.0,240848762.94,47696325.0,206723778.06,547614207.0
2096,1960665761,647019701,941119565.1,372526494.5,71172167.0,212545972.0,347126070.0,500196612.0,319436361.0,153108389.0,22724116.0,240848762.94,47696325.0,206723778.06,547614207.0
2097,1960665761,647019701,941119565.1,372526494.5,71172167.0,212545972.0,347126070.0,500196612.0,319436361.0,153108389.0,22724116.0,240848762.94,47696325.0,206723778.06,547614207.0
2098,1960665761,647019701,941119565.1,372526494.5,71172167.0,212545972.0,347126070.0,500196612.0,319436361.0,153108389.0,22724116.0,240848762.94,47696325.0,206723778.06,547614207.0
2099,1960665761,647019701,941119565.1,372526494.5,71172167.0,212545972.0,347126070.0,500196612.0,319436361.0,153108389.0,22724116.0,240848762.94,47696325.0,206723778.06,547614207.0
2100,1960665761,647019701,941119565.1,372526494.5,71172167.0,212545972.0,347126070.0,500196612.0,319436361.0,153108389.0,22724116.0,240848762.94,47696325.0,206723778.06,547614207.0
