Year,Biochar,Biochar_E,IFuelwood_E,IFuelwood_Char,RFuelwood_E,RFuelwood_Char,Paper_C,Paper_A,Paper_D,Paper_R,Paper_L,BC_C,BC_A,BC_D,BC_R,BC_L,EC_C,EC_A,EC_L,HA_C,HA_A,HA_D,HA_R,HA_L
2060,47685352.0,23486815.0,336712288.0,10413782.0,195542294.0,17003678.0,500196612.0,3724868235.0,507786168.0,189368765.0,318417403.0,240848763.0,9476546882.0,32820556.0,3047037.0,29773518.0,47696325.0,1509321841.0,31278054.0,206723778.0,7378074471.0,83929275.0,10389247.0,73540028.0
2061,47685352.0,23486815.0,336712288.0,10413782.0,195542294.0,17003678.0,500196612.0,3724868235.0,507786168.0,190573534.0,317212634.0,240848763.0,9683395681.0,35083132.0,3278229.0,31804903.0,47696325.0,1524872120.0,32841876.0,206723778.0,7498240051.0,88861596.0,11071176.0,77790420.0
2062,47685352.0,23486815.0,336712288.0,10413782.0,195542294.0,17003678.0,500196612.0,3724868235.0,507786168.0,191750379.0,316035788.0,240848763.0,9887922161.0,37465880.0,3522917.0,33942963.0,47696325.0,1538840012.0,34442617.0,206723778.0,7613384540.0,93971429.0,11781512.0,82189917.0
2063,47685352.0,23486815.0,336712288.0,10413782.0,195542294.0,17003678.0,500196612.0,3724868235.0,507786168.0,192900567.0,314885601.0,240848763.0,10090004089.0,39972923.0,3781628.0,36191295.0,47696325.0,1551189246.0,36078965.0,206723778.0,7723330593.0,99258361.0,12520415.0,86737945.0
2064,47685352.0,23486815.0,336712288.0,10413782.0,195542294.0,17003678.0,500196612.0,3724868235.0,507786168.0,194025278.0,313760890.0,240848763.0,10289515112.0,42608374.0,4054892.0,38553482.0,47696325.0,1561884922.0,37749482.0,206723778.0,7827901515.0,104721501.0,13287980.0,91433521.0
2065,47685352.0,23486815.0,336712288.0,10413782.0,195542294.0,17003678.0,500196612.0,3724868235.0,507786168.0,195125616.0,312660552.0,240848763.0,10486324777.0,45376316.0,4343241.0,41033075.0,47696325.0,1570893641.0,39452611.0,206723778.0,7926921747.0,110359470.0,14084228.0,96275242.0
2066,47685352.0,23486815.0,336712288.0,10413782.0,195542294.0,17003678.0,500196612.0,3724868235.0,507786168.0,196202615.0,311583552.0,240848763.0,10680298567.0,48280796.0,4647205.0,43633591.0,47696325.0,1578183620.0,41186673.0,206723778.0,8020217358.0,116170385.0,14909104.0,101261281.0
2067,47685352.0,23486815.0,336712288.0,10413782.0,195542294.0,17003678.0,500196612.0,3724868235.0,507786168.0,197257245.0,310528922.0,240848763.0,10871297942.0,51325806.0,4967313.0,46358493.0,47696325.0,1583724811.0,42949878.0,206723778.0,8107616556.0,122151857.0,15762480.0,106389377.0
2068,47685352.0,23486815.0,336712288.0,10413782.0,195542294.0,17003678.0,500196612.0,3724868235.0,507786168.0,198290417.0,309495751.0,240848763.0,11059180401.0,54515274.0,5304091.0,49211183.0,47696325.0,1587489012.0,44740327.0,206723778.0,8188950192.0,128300980.0,16644145.0,111656835.0
2069,47685352.0,23486815.0,336712288.0,10413782.0,195542294.0,17003678.0,500196612.0,3724868235.0,507786168.0,199302985.0,308483183.0,240848763.0,11243799557.0,57853049.0,5658061.0,52194987.0,47696325.0,1589449972.0,46556019.0,206723778.0,8264052284.0,134614332.0,17553812.0,117060520.0
2070,47685352.0,23486815.0,336712288.0,10413782.0,195542294.0,17003678.0,500196612.0,3724868235.0,507786168.0,200295756.0,307490412.0,240848763.0,11425005217.0,61342883.0,6029738.0,55313145.0,47696325.0,1589583489.0,48394857.0,206723778.0,8332760531.0,141087969.0,18491110.0,122596859.0
2071,47685352.0,23486815.0,336712288.0,10413782.0,195542294.0,17003678.0,500196612.0,3724868235.0,507786168.0,201269489.0,306516679.0,240848763.0,11602643489.0,64988422.0,6419627.0,58568795.0,47696325.0,1587867503.0,50254652.0,206723778.0,8394916836.0,147717432.0,19455586.0,128261846.0
2072,47685352.0,23486815.0,336712288.0,10413782.0,195542294.0,17003678.0,500196612.0,3724868235.0,507786168.0,202224900.0,305561267.0,240848763.0,11776556896.0,68793187.0,6828226.0,61964961.0,47696325.0,1584282184.0,52133139.0,206723778.0,8450367814.0,154497749.0,20446705.0,134051043.0
2073,47685352.0,23486815.0,336712288.0,10413782.0,195542294.0,17003678.0,500196612.0,3724868235.0,507786168.0,203162667.0,304623501.0,240848763.0,11946584511.0,72760560.0,7256018.0,65504542.0,47696325.0,1578810005.0,54027977.0,206723778.0,8498965311.0,161423442.0,21463851.0,139959591.0
2074,47685352.0,23486815.0,336712288.0,10413782.0,195542294.0,17003678.0,500196612.0,3724868235.0,507786168.0,204083429.0,303702739.0,240848763.0,12112562096.0,76893770.0,7703474.0,69190296.0,47696325.0,1571435811.0,55936762.0,206723778.0,8540566895.0,168488538.0,22506324.0,145982215.0
2075,47685352.0,23486815.0,336712288.0,10413782.0,195542294.0,17003678.0,500196612.0,3724868235.0,507786168.0,204987791.0,302798377.0,240848763.0,12274322272.0,81195874.0,8171049.0,73024825.0,47696325.0,1562146882.0,57857034.0,206723778.0,8575036350.0,175686584.0,23573343.0,152113241.0
2076,47685352.0,23486815.0,336712288.0,10413782.0,195542294.0,17003678.0,500196612.0,3724868235.0,507786168.0,205876329.0,301909839.0,240848763.0,12431694691.0,85669745.0,8659179.0,77010566.0,47696325.0,1550932981.0,59786288.0,206723778.0,8602244150.0,183010657.0,24664049.0,158346608.0
2077,47685352.0,23486815.0,336712288.0,10413782.0,195542294.0,17003678.0,500196612.0,3724868235.0,507786168.0,206749585.0,301036583.0,240848763.0,12584506232.0,90318058.0,9168283.0,81149775.0,47696325.0,1537786391.0,61721983.0,206723778.0,8622067915.0,190453390.0,25777505.0,164675886.0
2078,47685352.0,23486815.0,336712288.0,10413782.0,195542294.0,17003678.0,500196612.0,3724868235.0,507786168.0,207608078.0,300178090.0,240848763.0,12732581208.0,95143268.0,9698756.0,85444512.0,47696325.0,1522701954.0,63661554.0,206723778.0,8634392848.0,198006987.0,26912697.0,171094290.0
2079,47685352.0,23486815.0,336712288.0,10413782.0,195542294.0,17003678.0,500196612.0,3724868235.0,507786168.0,208452297.0,299333871.0,240848763.0,12875741587.0,100147601.0,10250970.0,89896631.0,47696325.0,1505677084.0,65602418.0,206723778.0,8639112152.0,205663249.0,28068540.0,177594708.0
2080,47685352.0,23486815.0,336712288.0,10413782.0,195542294.0,17003678.0,500196612.0,3724868235.0,507786168.0,209282710.0,298503458.0,240848763.0,13013807235.0,105333039.0,10825271.0,94507768.0,47696325.0,1486711780.0,67541989.0,206723778.0,8636127421.0,213413599.0,29243880.0,184169720.0
2081,47685352.0,23486815.0,336712288.0,10413782.0,195542294.0,17003678.0,500196612.0,3724868235.0,507786168.0,210099761.0,297686407.0,240848763.0,13146596166.0,110701301.0,11421979.0,99279322.0,47696325.0,1505677084.0,67351380.0,206723778.0,8625348999.0,221249115.0,30437494.0,190811621.0
2082,47685352.0,23486815.0,336712288.0,10413782.0,195542294.0,17003678.0,500196612.0,3724868235.0,507786168.0,210903873.0,296882295.0,240848763.0,13273924807.0,116253834.0,12041382.0,104212451.0,47696325.0,1505677084.0,67351380.0,206723778.0,8606696318.0,229160553.0,31648101.0,197512451.0
2083,47685352.0,23486815.0,336712288.0,10413782.0,195542294.0,17003678.0,500196612.0,3724868235.0,507786168.0,211695449.0,296090718.0,240848763.0,13395608286.0,121991796.0,12683740.0,109308056.0,47696325.0,1505677084.0,67351380.0,206723778.0,8580098197.0,237138385.0,32874361.0,204264024.0
2084,47685352.0,23486815.0,336712288.0,10413782.0,195542294.0,17003678.0,500196612.0,3724868235.0,507786168.0,212474875.0,295311292.0,240848763.0,13511460716.0,127916047.0,13349278.0,114566769.0,47696325.0,1505677084.0,67351380.0,206723778.0,8545493113.0,245172831.0,34114878.0,211057953.0
2085,47685352.0,23486815.0,336712288.0,10413782.0,195542294.0,17003678.0,500196612.0,3724868235.0,507786168.0,213242518.0,294543649.0,240848763.0,13621295511.0,134027131.0,14038185.0,119988946.0,47696325.0,1505677084.0,67351380.0,206723778.0,8502829431.0,253253897.0,35368213.0,217885684.0
2086,47685352.0,23486815.0,336712288.0,10413782.0,195542294.0,17003678.0,500196612.0,3724868235.0,507786168.0,213998729.0,293787438.0,240848763.0,13724925698.0,140325271.0,14750616.0,125574655.0,47696325.0,1505677084.0,67351380.0,206723778.0,8452065605.0,261371410.0,36632881.0,224738529.0
2087,47685352.0,23486815.0,336712288.0,10413782.0,195542294.0,17003678.0,500196612.0,3724868235.0,507786168.0,214743843.0,293042324.0,240848763.0,13822164252.0,146810351.0,15486685.0,131323666.0,47696325.0,1505677084.0,67351380.0,206723778.0,8393170335.0,269515057.0,37907362.0,231607695.0
2088,47685352.0,23486815.0,336712288.0,10413782.0,195542294.0,17003678.0,500196612.0,3724868235.0,507786168.0,215478182.0,292307986.0,240848763.0,13912824432.0,153481914.0,16246469.0,137235445.0,47696325.0,1505677084.0,67351380.0,206723778.0,8326122687.0,277674425.0,39190103.0,238484322.0
2089,47685352.0,23486815.0,336712288.0,10413782.0,195542294.0,17003678.0,500196612.0,3724868235.0,507786168.0,216202052.0,291584116.0,240848763.0,13996720130.0,160339149.0,17030003.0,143309146.0,47696325.0,1505677084.0,67351380.0,206723778.0,8250912174.0,285839039.0,40479527.0,245359513.0
2090,47685352.0,23486815.0,336712288.0,10413782.0,195542294.0,17003678.0,500196612.0,3724868235.0,507786168.0,216915748.0,290870420.0,240848763.0,14073666232.0,167380881.0,17837278.0,149543603.0,47696325.0,1505677084.0,67351380.0,206723778.0,8167538795.0,293998407.0,41774036.0,252224371.0
2091,47685352.0,23486815.0,336712288.0,10413782.0,195542294.0,17003678.0,500196612.0,3724868235.0,507786168.0,217619551.0,290166617.0,240848763.0,14143478978.0,174605570.0,18668243.0,155937327.0,47696325.0,1505677084.0,67351380.0,206723778.0,8250912174.0,293615833.0,41856563.0,251759270.0
2092,47685352.0,23486815.0,336712288.0,10413782.0,195542294.0,17003678.0,500196612.0,3724868235.0,507786168.0,218313733.0,289472435.0,240848763.0,14205976340.0,182011302.0,19522803.0,162488499.0,47696325.0,1505677084.0,67351380.0,206723778.0,8250912174.0,293615833.0,41991561.0,251624272.0
2093,47685352.0,23486815.0,336712288.0,10413782.0,195542294.0,17003678.0,500196612.0,3724868235.0,507786168.0,218998553.0,288787615.0,240848763.0,14260978388.0,189595783.0,20400815.0,169194968.0,47696325.0,1505677084.0,67351380.0,206723778.0,8250912174.0,293615833.0,42124722.0,251491111.0
2094,47685352.0,23486815.0,336712288.0,10413782.0,195542294.0,17003678.0,500196612.0,3724868235.0,507786168.0,219674260.0,288111908.0,240848763.0,14308307678.0,197356341.0,21302091.0,176054250.0,47696325.0,1505677084.0,67351380.0,206723778.0,8250912174.0,293615833.0,42256096.0,251359738.0
2095,47685352.0,23486815.0,336712288.0,10413782.0,195542294.0,17003678.0,500196612.0,3724868235.0,507786168.0,220341093.0,287445075.0,240848763.0,14347789629.0,205289920.0,22226397.0,183063522.0,47696325.0,1505677084.0,67351380.0,206723778.0,8250912174.0,293615833.0,42385729.0,251230104.0
2096,47685352.0,23486815.0,336712288.0,10413782.0,195542294.0,17003678.0,500196612.0,3724868235.0,507786168.0,220999282.0,286786885.0,240848763.0,14379252907.0,213393080.0,23173451.0,190219630.0,47696325.0,1505677084.0,67351380.0,206723778.0,8250912174.0,293615833.0,42513668.0,251102165.0
2097,47685352.0,23486815.0,336712288.0,10413782.0,195542294.0,17003678.0,500196612.0,3724868235.0,507786168.0,221649050.0,286137118.0,240848763.0,14402529810.0,221662003.0,24142920.0,197519083.0,47696325.0,1505677084.0,67351380.0,206723778.0,8250912174.0,293615833.0,42639956.0,250975877.0
2098,47685352.0,23486815.0,336712288.0,10413782.0,195542294.0,17003678.0,500196612.0,3724868235.0,507786168.0,222290607.0,285495560.0,240848763.0,14417456644.0,230092487.0,25134428.0,204958059.0,47696325.0,1505677084.0,67351380.0,206723778.0,8250912174.0,293615833.0,42764636.0,250851197.0
2099,47685352.0,23486815.0,336712288.0,10413782.0,195542294.0,17003678.0,500196612.0,3724868235.0,507786168.0,222924160.0,284862007.0,240848763.0,14423874103.0,238679958.0,26147548.0,212532410.0,47696325.0,1505677084.0,67351380.0,206723778.0,8250912174.0,293615833.0,42887747.0,250728086.0
2100,47685352.0,23486815.0,336712288.0,10413782.0,195542294.0,17003678.0,500196612.0,3724868235.0,507786168.0,223549906.0,284236262.0,240848763.0,14421627644.0,247419469.0,27181807.0,220237662.0,47696325.0,1505677084.0,67351380.0,206723778.0,8250912174.0,293615833.0,43009328.0,250606505.0
