Year,Biochar,Biochar_E,IFuelwood_E,IFuelwood_Char,RFuelwood_E,RFuelwood_Char,Paper_C,Paper_A,Paper_D,Paper_R,Paper_L,BC_C,BC_A,BC_D,BC_R,BC_L,EC_C,EC_A,EC_L,HA_C,HA_A,HA_D,HA_R,HA_L
2030,69876240.0,34416656.0,442043173.0,13671438.0,180079068.0,15659049.0,582179983.0,3823872313.0,381973874.0,93786281.0,288187593.0,296825497.0,2718071841.0,2205990.0,132243.0,2073746.0,49112636.0,486279944.0,2953593.0,235269755.0,2568033985.0,7518752.0,600973.0,6917780.0
2031,69579738.0,34270617.0,440167472.0,13613427.0,179314946.0,15592604.0,579709646.0,3985401572.0,423064033.0,107359150.0,315704884.0,295565991.0,3011190203.0,2551621.0,158513.0,2393107.0,48904238.0,531935722.0,3364816.0,234271445.0,2794058928.0,8585082.0,711104.0,7873978.0
2032,69284493.0,34125198.0,438299729.0,13555662.0,178554067.0,15526441.0,577249790.0,4103332275.0,464365964.0,121373167.0,342992797.0,294311830.0,3302695229.0,2925258.0,187578.0,2737679.0,48696725.0,576960085.0,3802359.0,233277373.0,3017984644.0,9731519.0,832028.0,8899490.0
2033,68990502.0,33980396.0,436439912.0,13498142.0,177796417.0,15460558.0,574800372.0,4177518412.0,505768105.0,135770430.0,369997675.0,293062990.0,3592563266.0,3328857.0,219626.0,3109231.0,48490093.0,621327038.0,4267329.0,232287518.0,3239732975.0,10962606.0,964365.0,9998241.0
2034,68697757.0,33836209.0,434587986.0,13440866.0,177041982.0,15394955.0,572361348.0,4207926395.0,547157237.0,150494007.0,396663230.0,291819448.0,3880768625.0,3764478.0,254860.0,3509618.0,48284337.0,665009475.0,4760831.0,231301863.0,3459221150.0,12282999.0,1108766.0,11174233.0
2035,68406256.0,33692633.0,432743919.0,13383833.0,176290748.0,15329630.0,569932673.0,4194636267.0,588419372.0,165487665.0,422931707.0,290581185.0,4167283490.0,4234287.0,293498.0,3940788.0,48079454.0,707979189.0,5283955.0,230320390.0,3676361670.0,13697452.0,1265913.0,12431539.0
2036,68115990.0,33549667.0,430907677.0,13327042.0,175542701.0,15264583.0,567514305.0,4225607044.0,561586350.0,161216603.0,400369747.0,289348176.0,4452077797.0,4740556.0,335775.0,4404781.0,47875441.0,750206886.0,5837779.0,229343083.0,3891062224.0,15210812.0,1436516.0,13774296.0
2037,67826957.0,33407307.0,429079226.0,13270492.0,174797829.0,15199811.0,565106198.0,4236501954.0,565905240.0,165575167.0,400330073.0,288120397.0,4735119132.0,5285670.0,381939.0,4903731.0,47672293.0,791662200.0,6423358.0,228369921.0,4103225591.0,16827995.0,1621305.0,15206690.0
2038,67539150.0,33265551.0,427258535.0,13214181.0,174056117.0,15135315.0,562708309.0,4241258865.0,569575875.0,169624101.0,399951775.0,286897829.0,5016372621.0,5872126.0,432253.0,5439873.0,47470008.0,832313722.0,7041719.0,227400890.0,4312749591.0,18553982.0,1821036.0,16732947.0
2039,67252564.0,33124397.0,425445568.0,13158110.0,173317553.0,15071092.0,560320594.0,4240584811.0,572520229.0,173342827.0,399177402.0,285680449.0,5295800812.0,6502535.0,486996.0,6015539.0,47268580.0,872129024.0,7693857.0,226435970.0,4519527019.0,20393796.0,2036478.0,18357318.0
2040,66967194.0,32983842.0,423640294.0,13102277.0,172582123.0,15007141.0,557943012.0,4235167786.0,574776522.0,176744094.0,398032428.0,284468234.0,5573363564.0,7179622.0,546463.0,6633159.0,47068008.0,911074703.0,8380726.0,225475145.0,4723445617.0,22352486.0,2268421.0,20084064.0
2041,67075303.0,33037089.0,424324197.0,13123429.0,172860730.0,15031368.0,558843726.0,4225786697.0,576234737.0,179794449.0,396440288.0,284927466.0,5850683406.0,7907093.0,611029.0,7296064.0,47143992.0,949391064.0,9104338.0,225839140.0,4925706456.0,24437553.0,2517917.0,21919636.0
2042,67183585.0,33090423.0,425009204.0,13144615.0,173139787.0,15055634.0,559745894.0,4216262448.0,577161039.0,182576994.0,394584045.0,285387437.0,6127709185.0,8687986.0,681028.0,8006958.0,47220099.0,987041011.0,9865637.0,226203724.0,5126181118.0,26654259.0,2785809.0,23868449.0
2043,67292044.0,33143842.0,425695317.0,13165835.0,173419296.0,15079939.0,560649520.0,4207187831.0,577486893.0,185071665.0,392415227.0,285848153.0,6404386653.0,9525462.0,756811.0,8768651.0,47296328.0,1023986529.0,10665513.0,226568895.0,5324735927.0,29007847.0,3072950.0,25934897.0
2044,67400676.0,33197348.0,426382538.0,13187089.0,173699255.0,15104283.0,561554604.0,4199121266.0,577266971.0,187296784.0,389970187.0,286309611.0,6680658337.0,10422804.0,838743.0,9584061.0,47372681.0,1060188744.0,11504797.0,226934656.0,5521231981.0,31503523.0,3380198.0,28123325.0
2045,67509484.0,33250940.0,427070869.0,13208377.0,173979666.0,15128667.0,562461148.0,4192666837.0,576441245.0,189233507.0,387207739.0,286771814.0,6956463423.0,11383421.0,927207.0,10456214.0,47449157.0,1095607981.0,12384256.0,227301007.0,5715525207.0,34146426.0,3708412.0,30438014.0
2046,67618468.0,33304619.0,427760310.0,13229700.0,174260530.0,15153090.0,563369156.0,4188442806.0,575006308.0,190880573.0,384125734.0,287234765.0,7231737627.0,12410844.0,1022603.0,11388241.0,47525757.0,1130203837.0,13304582.0,227667951.0,5907466436.0,36941609.0,4058451.0,32883158.0
2047,67727628.0,33358384.0,428450864.0,13251058.0,174541847.0,15177552.0,564278632.0,4186354643.0,573796978.0,192517691.0,381279287.0,287698462.0,7506413074.0,13508725.0,1125346.0,12383379.0,47602480.0,1163935252.0,14266392.0,228035486.0,6096901497.0,39894013.0,4431167.0,35462846.0
2048,67836964.0,33412236.0,429142534.0,13272449.0,174823618.0,15202054.0,565189574.0,4186181224.0,572817055.0,194154171.0,378662883.0,288162907.0,7780418178.0,14680837.0,1235868.0,13444969.0,47679327.0,1196760593.0,15270218.0,228403615.0,6283671348.0,43008441.0,4827405.0,38181036.0
2049,67946477.0,33466175.0,429835319.0,13293876.0,175105845.0,15226595.0,566101987.0,4187697368.0,572069814.0,195798483.0,376271331.0,288628103.0,8053677523.0,15931069.0,1354618.0,14576451.0,47756298.0,1228637740.0,16316500.0,228772338.0,6467612226.0,46289530.0,5247994.0,41041536.0
2050,68056166.0,33520201.0,430529223.0,13315337.0,175388527.0,15251176.0,567015872.0,4190674358.0,571557978.0,197458315.0,374099663.0,289094049.0,8326111744.0,17263428.0,1482060.0,15781368.0,47833393.0,1259524177.0,17405587.0,229141657.0,6648555824.0,49741726.0,5693748.0,44047977.0
2051,68024551.0,33504629.0,430329224.0,13309151.0,175307052.0,15244091.0,566752470.0,4194880468.0,571283694.0,199140632.0,372143061.0,288959752.0,8597036722.0,18681718.0,1618648.0,17063071.0,47811173.0,1289278037.0,18537327.0,229035211.0,6825853983.0,53368373.0,6165356.0,47203016.0
2052,67992951.0,33489065.0,430129317.0,13302969.0,175225614.0,15237010.0,566489190.0,4198967437.0,571180192.0,200827701.0,370352491.0,288825519.0,8866364499.0,20190135.0,1764874.0,18425261.0,47788962.0,1317856611.0,19711828.0,228928814.0,6999330329.0,57173367.0,6663570.0,50509797.0
2053,67961365.0,33473508.0,429929504.0,13296789.0,175144214.0,15229932.0,566226031.0,4202765088.0,571246016.0,202523720.0,368722296.0,288691347.0,9134002871.0,21792973.0,1921247.0,19871726.0,47766762.0,1345217142.0,20929085.0,228822467.0,7168804731.0,61160324.0,7189112.0,53971212.0
2054,67929794.0,33457958.0,429729784.0,13290612.0,175062852.0,15222857.0,565962995.0,4206104440.0,571479200.0,204232330.0,367246870.0,288557237.0,9399855292.0,23494622.0,2088289.0,21406333.0,47744573.0,1371316935.0,22188980.0,228716169.0,7334093598.0,65332549.0,7742665.0,57589884.0
2055,67898238.0,33442415.0,429530156.0,13284438.0,174981528.0,15215785.0,565700081.0,4208818221.0,571877277.0,205956650.0,365920626.0,288423190.0,9663820780.0,25299561.0,2266536.0,23033025.0,47722393.0,1396113472.0,23491271.0,228609921.0,7495010197.0,69693010.0,8324874.0,61368136.0
2056,67866696.0,33426880.0,429330621.0,13278267.0,174900242.0,15208717.0,565437290.0,4210741370.0,572437294.0,207699310.0,364737984.0,288289205.0,9925793835.0,27212350.0,2456539.0,24755811.0,47700224.0,1419564537.0,24835596.0,228503722.0,7651365010.0,74244309.0,8936337.0,65307972.0
2057,67835169.0,33411352.0,429131180.0,13272098.0,174818993.0,15201652.0,565174620.0,4211913895.0,572919797.0,209376220.0,363543578.0,288155283.0,10185664358.0,29237623.0,2658859.0,26578763.0,47678065.0,1441628341.0,26221466.0,228397571.0,7802966107.0,78988659.0,9577602.0,69411057.0
2058,67803657.0,33395831.0,428931829.0,13265933.0,174737782.0,15194590.0,564912072.0,4212412653.0,573323111.0,210988119.0,362334992.0,288021423.0,10443317583.0,31380078.0,2874071.0,28506007.0,47655917.0,1462263648.0,27648265.0,228291471.0,7949619554.0,83927852.0,10249162.0,73678690.0
2059,67772159.0,33380317.0,428732573.0,13259770.0,174656610.0,15187531.0,564649648.0,4212316264.0,573645741.0,212535680.0,361110061.0,287887625.0,10698634016.0,33644471.0,3102760.0,30541711.0,47633779.0,1481429899.0,29115248.0,228185420.0,8091129844.0,89063242.0,10951452.0,78111790.0
2060,67740676.0,33364811.0,428533408.0,13253611.0,174575474.0,15180476.0,564387343.0,4211704939.0,573886392.0,214019531.0,359866861.0,287753889.0,10951489384.0,36035604.0,3345520.0,32690084.0,47611651.0,1499087349.0,30621538.0,228079419.0,8227300346.0,94395715.0,11684843.0,82710872.0
2061,67537560.0,33264769.0,427248481.0,13213871.0,174052022.0,15134958.0,562695068.0,4210660277.0,574043968.0,215440267.0,358603701.0,286891078.0,11201025818.0,38557937.0,3602921.0,34955016.0,47468891.0,1515077012.0,32165650.0,227395539.0,8357356880.0,99924601.0,12449505.0,87475096.0
2062,67335054.0,33165027.0,425967407.0,13174250.0,173530140.0,15089577.0,561007866.0,4207913434.0,574034704.0,216767173.0,357267530.0,286030856.0,11447112294.0,41216296.0,3875568.0,37340727.0,47326558.0,1529362069.0,33746411.0,226713709.0,8481105140.0,105649698.0,13245655.0,92404043.0
2063,67133154.0,33065584.0,424690174.0,13134748.0,173009822.0,15044332.0,559325724.0,4203634307.0,573855413.0,217999311.0,355856102.0,285173213.0,11689612945.0,44015520.0,4164077.0,39851443.0,47184653.0,1541906938.0,35362520.0,226033925.0,8598351280.0,111570270.0,14073435.0,97496835.0
2064,66931860.0,32966439.0,423416771.0,13095364.0,172491064.0,14999223.0,557648627.0,4197996144.0,573503285.0,219135812.0,354367473.0,284318142.0,11928387060.0,46960442.0,4469064.0,42491378.0,47043174.0,1552677400.0,37012545.0,225356178.0,8708902458.0,117685033.0,14932907.0,102752126.0
2065,66731170.0,32867591.0,422147185.0,13056099.0,171973861.0,14954249.0,555976556.0,4191175179.0,572975904.0,220175899.0,352800004.0,283465633.0,12163289091.0,50055879.0,4791150.0,45264729.0,46902118.0,1561640729.0,38694933.0,224680462.0,8812567388.0,123992139.0,15824048.0,108168091.0
2066,66531082.0,32769040.0,420881407.0,13016951.0,171458210.0,14909410.0,554309500.0,4183350244.0,572271265.0,221118900.0,351152365.0,282615682.0,12394168685.0,53306618.0,5130959.0,48175660.0,46761485.0,1568765813.0,40408004.0,224006775.0,8909156916.0,130489166.0,16746752.0,113742414.0
2067,66331593.0,32670784.0,419619424.0,12977920.0,170944105.0,14864705.0,552647442.0,4174629387.0,571472925.0,221997333.0,349475592.0,281768279.0,12620870713.0,56717397.0,5489111.0,51228286.0,46621274.0,1574023279.0,42149964.0,223335107.0,8998484593.0,137173107.0,17700822.0,119472284.0
2068,66132702.0,32572824.0,418361225.0,12939007.0,170431541.0,14820134.0,550990367.0,4165110013.0,570579284.0,222811119.0,347768166.0,280923417.0,12843235332.0,60292894.0,5866228.0,54426666.0,46481484.0,1577385604.0,43918903.0,222665452.0,9080367268.0,144040364.0,18685974.0,125354390.0
2069,65934408.0,32475156.0,417106799.0,12900210.0,169920514.0,14775697.0,549338263.0,4154891221.0,569588973.0,223560211.0,346028763.0,280081088.0,13061098049.0,64037707.0,6262925.0,57774783.0,46342112.0,1578827223.0,45712806.0,221997806.0,9154625676.0,151086745.0,19701827.0,131384918.0
2070,65736708.0,32377782.0,415856133.0,12861530.0,169411020.0,14731393.0,547691111.0,4144073588.0,568500866.0,224244609.0,344256257.0,279241285.0,13274289812.0,67956342.0,6679812.0,61276530.0,46203159.0,1578324643.0,47529555.0,221332160.0,9221085035.0,158307466.0,20747912.0,137559554.0
2071,65507166.0,32264723.0,414404027.0,12816619.0,168819462.0,14679953.0,545778657.0,4132758921.0,567314089.0,224864370.0,342449719.0,278266217.0,13482499394.0,72053121.0,7117486.0,64935635.0,46041824.0,1575833820.0,49366847.0,220559302.0,9279466624.0,165696946.0,21823634.0,143873312.0
2072,65278425.0,32152060.0,412956991.0,12771866.0,168229970.0,14628693.0,543872880.0,4120794597.0,566012370.0,225413378.0,340598993.0,277294553.0,13685549917.0,76332301.0,7576538.0,68755763.0,45881053.0,1571335919.0,51222377.0,219789143.0,9329607324.0,173249204.0,22928330.0,150320873.0
2073,65050482.0,32039790.0,411515008.0,12727268.0,167642536.0,14577612.0,541973759.0,4108301185.0,564594939.0,225891568.0,338703371.0,276326282.0,13883260301.0,80797993.0,8057548.0,72740445.0,45720843.0,1564814451.0,53093759.0,219021673.0,9371350276.0,180957680.0,24061243.0,156896436.0
2074,64823336.0,31927912.0,410078059.0,12682827.0,167057154.0,14526709.0,540081269.0,4095400151.0,563061330.0,226298970.0,336762360.0,275361393.0,14075445430.0,85454142.0,8561080.0,76893061.0,45561193.0,1556255343.0,54978537.0,218256883.0,9404545455.0,188815247.0,25221520.0,163593727.0
2075,64596983.0,31816424.0,408646130.0,12638540.0,166473816.0,14475984.0,538195388.0,4082213559.0,561411383.0,226635712.0,334775672.0,274399872.0,14261916315.0,90304510.0,9087685.0,81216825.0,45402100.0,1545647010.0,56874193.0,217494762.0,9429050231.0,196814228.0,26408216.0,170406012.0
2076,64371420.0,31705326.0,407219200.0,12594408.0,165892515.0,14425436.0,536316091.0,4068863764.0,559645254.0,226902026.0,332743228.0,273441710.0,14442480300.0,95352656.0,9637892.0,85714764.0,45243563.0,1532980411.0,58778156.0,216735304.0,9444729912.0,204946412.0,27620295.0,177326117.0
2077,64146645.0,31594616.0,405797252.0,12550430.0,165313243.0,14375065.0,534443357.0,4055384555.0,557866694.0,227140310.0,330726384.0,272486894.0,14616941262.0,100601918.0,10212209.0,90389709.0,45085580.0,1518249097.0,60687810.0,215978497.0,9451458266.0,213203076.0,28856631.0,184346444.0
2078,63922654.0,31484293.0,404380270.0,12506606.0,164735995.0,14324869.0,532577161.0,4041794728.0,556075436.0,227351117.0,328724319.0,271535410.0,14785099846.0,106055397.0,10811121.0,95244276.0,44928147.0,1501449245.0,62600510.0,215224333.0,9449118015.0,221575010.0,30116013.0,191458997.0
2079,63699446.0,31374354.0,402968235.0,12462935.0,164160761.0,14274849.0,530717483.0,4028113345.0,554271261.0,227534984.0,326736277.0,270587250.0,14946753716.0,111715934.0,11435088.0,100280846.0,44771265.0,1482579695.0,64513583.0,214472802.0,9437601321.0,230052545.0,31397146.0,198655399.0
2080,63477017.0,31264800.0,401561131.0,12419416.0,163587537.0,14225003.0,528864298.0,4014359687.0,552453995.0,227692435.0,324761560.0,269642400.0,15101697816.0,117586096.0,12084540.0,105501555.0,44614931.0,1461641960.0,66424347.0,213723895.0,9416810218.0,238625582.0,32698656.0,205926927.0
2081,63123867.0,31090860.0,399327074.0,12350322.0,162677430.0,14145863.0,525921998.0,4000553212.0,550623514.0,227823985.0,322799529.0,268142264.0,15249166350.0,123667865.0,12759847.0,110908017.0,44366719.0,1480607263.0,66216748.0,212534858.0,9386215072.0,247282805.0,34018979.0,213263826.0
2082,62772682.0,30917888.0,397105445.0,12281612.0,161772385.0,14067164.0,522996068.0,3985678013.0,548716242.0,227903767.0,320812475.0,266650473.0,15388955057.0,129963180.0,13461374.0,116501806.0,44119888.0,1477291694.0,66300627.0,211352435.0,9345743741.0,256013287.0,35356585.0,220656702.0
2083,62423450.0,30745879.0,394896177.0,12213284.0,160872376.0,13988902.0,520086416.0,3969825514.0,546730578.0,227931328.0,318799250.0,265166982.0,15520857859.0,136473648.0,14189449.0,122284199.0,43874430.0,1470563319.0,66696968.0,210176590.0,9295335138.0,264805773.0,36709875.0,228095898.0
2084,62076162.0,30574826.0,392699200.0,12145336.0,159977373.0,13911076.0,517192953.0,3953088735.0,544665095.0,227906264.0,316758832.0,263691744.0,15644667192.0,143200531.0,14944362.0,128256169.0,43630337.0,1465910848.0,66812409.0,209007288.0,9234939549.0,273648717.0,38077191.0,235571526.0
2085,61730806.0,30404725.0,390514446.0,12077766.0,159087350.0,13833683.0,514315585.0,3935562128.0,542518557.0,227828229.0,314690328.0,262224714.0,15760174368.0,150144727.0,15726364.0,134418363.0,43387603.0,1461590071.0,66853973.0,207844491.0,9164518893.0,282530324.0,39456817.0,243073507.0
2086,61387371.0,30235571.0,388341846.0,12010573.0,158202279.0,13756720.0,511454227.0,3917341389.0,540289926.0,227696942.0,312592984.0,260765844.0,15867169938.0,157306758.0,16535664.0,140771094.0,43146219.0,1457350618.0,66854754.0,206688163.0,9084046957.0,291438590.0,40846990.0,250591601.0
2087,61045847.0,30067357.0,386181333.0,11943753.0,157322132.0,13680185.0,508608787.0,3898506544.0,537997895.0,227520447.0,310477448.0,259315092.0,15965444086.0,164686754.0,17372426.0,147314328.0,42906178.0,1452516824.0,66887858.0,205538267.0,8993509578.0,300361353.0,42245901.0,258115451.0
2088,60706222.0,29900080.0,384032841.0,11877304.0,156446881.0,13604077.0,505779178.0,3879135740.0,535641606.0,227298589.0,308343017.0,257872411.0,16054787020.0,172284438.0,18236766.0,154047671.0,42667473.0,1446897262.0,66969298.0,204394770.0,8892904787.0,309286326.0,43651708.0,265634618.0
2089,60368487.0,29733733.0,381896301.0,11811226.0,155576500.0,13528391.0,502965311.0,3859307992.0,533220383.0,227031275.0,306189108.0,256437756.0,16134989387.0,180099117.0,19128756.0,160970361.0,42430095.0,1442219493.0,66917483.0,203257634.0,8782242904.0,318201155.0,45062536.0,273138619.0
2090,60032632.0,29568311.0,379771647.0,11745515.0,154710961.0,13453127.0,500167099.0,3839102996.0,530733739.0,226718475.0,304015264.0,255011082.0,16205842695.0,188129668.0,20048414.0,168081255.0,42194038.0,1437651825.0,66831116.0,202126823.0,8661546583.0,327093457.0,46476490.0,280616967.0
2091,59612589.0,29361425.0,377114425.0,11663333.0,153628464.0,13358997.0,496667481.0,3818600948.0,528181385.0,226360234.0,301821151.0,253226797.0,16266774384.0,196374342.0,20995687.0,175378655.0,41898811.0,1433234709.0,66709646.0,200712563.0,8744919962.0,327435235.0,46677706.0,280757529.0
2092,59195486.0,29155986.0,374475794.0,11581726.0,152553542.0,13265525.0,493192351.0,3797204708.0,525521680.0,225938804.0,299582875.0,251454995.0,16317583787.0,204831114.0,21970490.0,182860625.0,41605650.0,1428560415.0,66591956.0,199308199.0,8698855288.0,328774626.0,47019807.0,281754819.0
2093,58781302.0,28951984.0,371855627.0,11500689.0,151486141.0,13172708.0,489741535.0,3775044222.0,522753855.0,225453833.0,297300022.0,249695590.0,16358072401.0,213497504.0,22972679.0,190524825.0,41314539.0,1423627503.0,66477863.0,197913660.0,8666844298.0,328446883.0,47121892.0,281324991.0
2094,58370015.0,28749411.0,369253791.0,11420220.0,150426208.0,13080540.0,486314864.0,3752250186.0,519877437.0,224905085.0,294972352.0,247948496.0,16388044351.0,222370568.0,24002057.0,198368511.0,41025465.0,1418434689.0,66367174.0,196528879.0,8643472051.0,327147300.0,47081819.0,280065481.0
2095,57961606.0,28548254.0,366670161.0,11340314.0,149373691.0,12989017.0,482912170.0,3728953757.0,516892251.0,224292450.0,292599801.0,246213626.0,16407306847.0,231446896.0,25058370.0,206388527.0,40738415.0,1412980863.0,66259679.0,195153787.0,8618885287.0,325936684.0,47051495.0,278885189.0
2096,57556055.0,28348504.0,364104608.0,11260967.0,148328539.0,12898134.0,479533284.0,3705286264.0,513798433.0,223615947.0,290182485.0,244490895.0,16415670662.0,240722610.0,26141304.0,214581305.0,40453372.0,1407265102.0,66155159.0,193788316.0,8600625693.0,324070899.0,46923364.0,277147534.0
2097,57153341.0,28150153.0,361557006.0,11182175.0,147290700.0,12807887.0,476178040.0,3681311060.0,510675553.0,222910269.0,287765285.0,242780218.0,16412950599.0,250193356.0,27250490.0,222942866.0,40170324.0,1401286679.0,66053379.0,192432399.0,8581190010.0,322350342.0,46812886.0,275537456.0
2098,56753445.0,27953190.0,359027229.0,11103935.0,146260122.0,12718272.0,472846272.0,3657080205.0,507523132.0,222175460.0,285347672.0,241081510.0,16398965964.0,259854312.0,28385497.0,231468816.0,39889257.0,1395045081.0,65954094.0,191085970.0,8550582393.0,321738882.0,46860709.0,274878173.0
2099,56356347.0,27757604.0,356515153.0,11026242.0,145236756.0,12629283.0,469537815.0,3632646134.0,504340810.0,221411607.0,282929203.0,239394688.0,16373541037.0,269700185.0,29545835.0,240154350.0,39610156.0,1388540020.0,65857045.0,189748961.0,8515757256.0,321447151.0,46952999.0,274494152.0
2100,55962027.0,27563387.0,354020654.0,10949092.0,144220549.0,12540917.0,466252507.0,3608061544.0,501128352.0,220618841.0,280509510.0,237719668.0,16336505541.0,279725216.0,30730956.0,248994260.0,39333007.0,1381771441.0,65761964.0,188421307.0,8481320070.0,320993396.0,47019639.0,273973758.0
