Year,Harveted_Timber,Biomass,Pulpwood,Sawlog,Biochar,Residential_Fuel,Industry_Fuel,Paper,Composite_Board,Lumber,Veneer,Construction_B,Construction_E,Home_Application,Processing_Residual
2039,2204149345,727369283.8,1057991686.0,418788375.5,80010621.0,238940810.0,390233621.0,562313098.0,359105289.0,172122022.0,25546091.0,270758358.06,53619452.0,232395590.94,615619204.0
2040,2194796579,724282871.2,1053502358.0,417011350.1,79671116.0,237926923.0,388577760.0,559927059.0,357581514.0,171391665.0,25437692.0,269609461.56,53391931.0,231409477.44,613006976.0
2041,2198339746,725452116.3,1055203078.0,417684551.8,79799733.0,238311020.0,389205060.0,560830977.0,358158775.0,171668351.0,25478758.0,270044705.5,53478125.0,231783053.5,613996582.0
2042,2201888633,726623249.0,1056906544.0,418358840.3,79928557.0,238695737.0,389833373.0,561736354.0,358736969.0,171945483.0,25519889.0,270480652.26,53564457.0,232157231.74,614987787.0
2043,2205443249,727796272.3,1058612760.0,419034217.4,80057590.0,239081075.0,390462700.0,562643192.0,359316096.0,172223063.0,25561087.0,270917301.84000003,53650929.0,232532015.16,615980592.0
2044,2209003604,728971189.3,1060321730.0,419710684.7,80186831.0,239467036.0,391093043.0,563551495.0,359896156.0,172501091.0,25602352.0,271354656.24,53737540.0,232907402.76000002,616975000.0
2045,2212569706,730148003.0,1062033459.0,420388244.1,80316280.0,239853619.0,391724404.0,564461264.0,360477154.0,172779568.0,25643683.0,271792718.16,53824291.0,233283395.84,617971012.0
2046,2216141565,731326716.4,1063747951.0,421066897.3,80445939.0,240240826.0,392356783.0,565372501.0,361059091.0,173058495.0,25685081.0,272231487.14,53911182.0,233659997.86,618968633.0
2047,2219719190,732507332.8,1065465211.0,421746646.1,80575807.0,240628659.0,392990184.0,566285209.0,361641965.0,173337872.0,25726545.0,272670962.1,53998214.0,234037205.9,619967864.0
2048,2223302591,733689855.0,1067185244.0,422427492.3,80705884.0,241017117.0,393624607.0,567199391.0,362225783.0,173617699.0,25768077.0,273111149.82000005,54085386.0,234415024.18,620968708.0
2049,2226891777,734874286.3,1068908053.0,423109437.6,80836171.0,241406203.0,394260055.0,568115049.0,362810541.0,173897979.0,25809676.0,273552046.14,54172698.0,234793451.86,621971168.0
2050,2230486757,736060629.7,1070633643.0,423792483.7,80966669.0,241795917.0,394896528.0,569032185.0,363396243.0,174178711.0,25851342.0,273993654.22,54260152.0,235172489.78,622975246.0
2051,2229450601,735718698.4,1070136289.0,423595614.2,80929057.0,241683592.0,394713082.0,568767845.0,363227431.0,174097797.0,25839332.0,273866372.74,54234946.0,235063242.26000002,622685848.0
2052,2228414927,735376925.9,1069639165.0,423398836.1,80891462.0,241571320.0,394529721.0,568503628.0,363058696.0,174016922.0,25827329.0,273739149.84000003,54209752.0,234954045.16,622396584.0
2053,2227379734,735035312.2,1069142272.0,423202149.5,80853884.0,241459100.0,394346445.0,568239534.0,362890040.0,173936083.0,25815331.0,273611986.6,54184569.0,234844899.4,622107455.0
2054,2226345022,734693857.2,1068645611.0,423005554.2,80816324.0,241346932.0,394163254.0,567975564.0,362721462.0,173855283.0,25803339.0,273484882.48,54159398.0,234735803.52,621818460.0
2055,2225310790,734352560.8,1068149179.0,422809050.2,80778782.0,241234816.0,393980149.0,567711715.0,362552963.0,173774520.0,25791352.0,273357837.02,54134238.0,234626758.98000002,621529599.0
2056,2224277039,734011423.0,1067652979.0,422612637.5,80741257.0,241122752.0,393797128.0,567447989.0,362384541.0,173693794.0,25779371.0,273230850.14,54109091.0,234517764.86,621240872.0
2057,2223243769,733670443.7,1067157009.0,422416316.0,80703749.0,241010741.0,393614193.0,567184384.0,362216199.0,173613106.0,25767395.0,273103923.46000004,54083955.0,234408821.54000002,620952279.0
2058,2222210978,733329622.7,1066661269.0,422220085.8,80666258.0,240898781.0,393431343.0,566920903.0,362047934.0,173532455.0,25755425.0,272977054.36,54058830.0,234299928.64000002,620663820.0
2059,2221178667,732988960.1,1066165760.0,422023946.7,80628786.0,240786873.0,393248577.0,566657544.0,361879747.0,173451842.0,25743461.0,272850245.38,54033718.0,234191086.62,620375496.0
2060,2220146835,732648455.7,1065670481.0,421827898.7,80591330.0,240675018.0,393065896.0,566394308.0,361711639.0,173371266.0,25731502.0,272723495.06,54008617.0,234082294.94,620087306.0
2061,2213489883,730451661.3,1062475144.0,420563077.7,80349683.0,239953371.0,391887316.0,564696016.0,360627073.0,172851425.0,25654348.0,271905753.42,53846676.0,233380416.58,618228018.0
2062,2206852890,728261453.8,1059289387.0,419302049.1,80108760.0,239233888.0,390712270.0,563002814.0,359545758.0,172333142.0,25577425.0,271090463.32000005,53685220.0,232680641.68,616374305.0
2063,2200235798,726077813.5,1056113183.0,418044801.7,79868559.0,238516562.0,389540747.0,561314689.0,358467685.0,171816413.0,25500733.0,270277616.9,53524249.0,231982965.1,614526150.0
2064,2193638547,723900720.6,1052946503.0,416791324.0,79629079.0,237801387.0,388372737.0,559631629.0,357392846.0,171301234.0,25424271.0,269467209.84000003,53363760.0,231287381.16,612683537.0
2065,2187061078,721730155.7,1049789317.0,415541604.8,79390317.0,237088356.0,387208229.0,557953612.0,356321228.0,170787600.0,25348038.0,268659231.12,53203753.0,230593881.88,610846448.0
2066,2180503330,719566099.0,1046641599.0,414295632.8,79152271.0,236377464.0,386047212.0,556280628.0,355252824.0,170275505.0,25272034.0,267853674.96,53044225.0,229902462.04000002,609014869.0
2067,2173965246,717408531.1,1043503318.0,413053396.7,78914938.0,235668702.0,384889677.0,554612660.0,354187623.0,169764946.0,25196257.0,267050534.42000002,52885176.0,229213115.58,607188781.0
2068,2167446765,715257432.5,1040374447.0,411814885.4,78678318.0,234962067.0,383735613.0,552949692.0,353125616.0,169255918.0,25120708.0,266249802.64000002,52726604.0,228525836.36,605368168.0
2069,2160947830,713112783.8,1037254958.0,410580087.7,78442406.0,234257549.0,382585009.0,551291712.0,352066795.0,168748416.0,25045385.0,265451471.3,52568506.0,227840617.70000002,603553015.0
2070,2154468381,710974565.7,1034144823.0,409348992.4,78207202.0,233555145.0,381437854.0,549638704.0,351011148.0,168242436.0,24970289.0,264655534.92000002,52410884.0,227157455.08,601743304.0
2071,2146945305,708491950.5,1030533746.0,407919607.9,77934115.0,232739606.0,380105931.0,547719448.0,349785471.0,167654959.0,24883096.0,263731398.34,52227873.0,226364255.66,599642108.0
2072,2139448498,706018004.3,1026935279.0,406495214.6,77661980.0,231926914.0,378778659.0,545806896.0,348564073.0,167069533.0,24796208.0,262810487.42000002,52045501.0,225573825.58,597548249.0
2073,2131977869,703552696.6,1023349377.0,405075795.0,77390797.0,231117061.0,377456022.0,543901021.0,347346940.0,166486152.0,24709623.0,261892793.60000002,51863766.0,224786156.4,595461701.0
2074,2124533326,701095997.5,1019775996.0,403661331.9,77120560.0,230310035.0,376138003.0,542001800.0,346134057.0,165904807.0,24623341.0,260978302.78,51682665.0,224001236.22,593382439.0
2075,2117114778,698647876.7,1016215093.0,402251807.8,76851266.0,229505827.0,374824586.0,540109212.0,344925409.0,165325493.0,24537360.0,260067005.86,51502198.0,223219058.14000002,591310438.0
2076,2109722135,696208304.5,1012666625.0,400847205.6,76582913.0,228704428.0,373515755.0,538223234.0,343720983.0,164748202.0,24451680.0,259158892.82000002,51322360.0,222439612.18,589245672.0
2077,2102355305,693777250.8,1009130547.0,399447508.0,76315498.0,227905827.0,372211495.0,536343841.0,342520761.0,164172926.0,24366298.0,258253948.94,51143150.0,221662886.06,587188115.0
2078,2095014200,691354686.0,1005606816.0,398052698.0,76049015.0,227110014.0,370911789.0,534471009.0,341324730.0,163599659.0,24281215.0,257352165.20000002,50964566.0,220888872.8,585137744.0
2079,2087698729,688940580.5,1002095390.0,396662758.4,75783464.0,226316981.0,369616621.0,532604717.0,340132876.0,163028394.0,24196428.0,256453530.04000002,50786605.0,220117561.96,583094531.0
2080,2080408802,686534904.6,998596224.9,395277672.3,75518840.0,225526716.0,368325976.0,530744943.0,338945183.0,162459123.0,24111938.0,255558032.82000002,50609266.0,219348945.18,581058454.0
2081,2068834593,682715415.8,993040604.8,393078572.7,75098696.0,224272014.0,366276821.0,527792179.0,337059486.0,161555293.0,23977793.0,254136254.44,50327705.0,218128612.56,577825776.0
2082,2057324777,678917176.5,987515893.1,390891707.7,74680889.0,223024292.0,364239065.0,524855845.0,335184279.0,160656492.0,23844394.0,252722384.66000003,50047710.0,216915069.34,574611083.0
2083,2045878995,675140068.4,982021917.7,388717009.1,74265408.0,221783512.0,362212647.0,521935846.0,333319505.0,159762691.0,23711738.0,251316382.70000002,49769274.0,215708278.3,571414275.0
2084,2034496891,671383974.0,976558507.6,386554409.3,73852237.0,220549635.0,360197502.0,519032092.0,331465105.0,158873862.0,23579819.0,249918200.70000002,49492386.0,214508200.3,568235251.0
2085,2023178110,667648776.3,971125492.8,384403840.9,73441365.0,219322623.0,358193568.0,516144494.0,329621023.0,157989979.0,23448634.0,248527798.42000002,49217038.0,213314798.58,565073914.0
2086,2011922301,663934359.2,965722704.3,382265237.1,73032780.0,218102437.0,356200784.0,513272961.0,327787199.0,157111012.0,23318179.0,247145131.46,48943222.0,212128036.54,561930165.0
2087,2000729112,660240606.9,960349973.7,380138531.3,72626467.0,216889039.0,354219086.0,510417402.0,325963578.0,156236936.0,23188450.0,245770157.12,48670930.0,210947876.88,558803906.0
2088,1989598196,656567404.6,955007134.0,378023657.2,72222415.0,215682392.0,352248413.0,507577731.0,324150102.0,155367723.0,23059443.0,244402832.08,48400153.0,209774282.92000002,555695040.0
2089,1978529206,652914637.9,949694018.8,375920549.1,71820610.0,214482459.0,350288703.0,504753858.0,322346717.0,154503346.0,22931153.0,243043114.18,48130882.0,208607219.82,552603469.0
2090,1967521797,649282193.1,944410462.8,373829141.5,71421041.0,213289200.0,348339897.0,501945695.0,320553363.0,153643777.0,22803578.0,241690961.02,47863110.0,207446647.98000002,549529099.0
2091,1953755252,644739233.2,937802521.0,371213497.9,70921316.0,211796838.0,345902599.0,498433633.0,318310484.0,152568748.0,22644023.0,239999874.36,47528216.0,205995164.64000002,545684101.0
2092,1940085030,640228059.8,931240814.3,368616155.7,70425087.0,210314918.0,343482354.0,494946146.0,316083299.0,151501240.0,22485585.0,238320619.46,47195666.0,204553838.54,541866006.0
2093,1926510457,635748450.7,924725019.2,366036986.8,69932330.0,208843366.0,341079044.0,491483059.0,313871697.0,150441202.0,22328256.0,236653115.38000003,46865443.0,203122596.62,538074626.0
2094,1913030863,631300184.9,918254814.4,363475864.1,69443020.0,207382111.0,338692549.0,488044203.0,311675569.0,149388580.0,22172028.0,234997278.26000002,46537531.0,201701368.74,534309773.0
2095,1899645585,626883043.2,911829881.0,360932661.2,68957135.0,205931080.0,336322753.0,484629408.0,309494807.0,148343324.0,22016892.0,233353025.78,46211912.0,200290084.22,530571264.0
2096,1886353963,622496807.8,905449902.2,358407253.0,68474649.0,204490201.0,333969537.0,481238507.0,307329305.0,147305381.0,21862842.0,231720279.70000002,45888572.0,198888676.3,526858912.0
2097,1873155341,618141262.4,899114563.4,355899514.7,67995539.0,203059405.0,331632787.0,477871330.0,305178953.0,146274701.0,21709870.0,230098956.62,45567495.0,197497072.38,523172535.0
2098,1860049067,613816192.3,892823552.4,353409322.8,67519781.0,201638619.0,329312387.0,474527716.0,303043648.0,145251232.0,21557969.0,228488978.92000002,45248664.0,196115206.08,519511951.0
2099,1847034498,609521384.2,886576558.9,350936554.5,67047352.0,200227775.0,327008223.0,471207494.0,300923283.0,144234924.0,21407130.0,226890264.82000002,44932064.0,194743008.18,515876980.0
2100,1834110989,605256626.5,880373274.9,348481088.0,66578229.0,198826802.0,324720180.0,467910503.0,298817755.0,143225727.0,21257346.0,225302737.70000002,44617678.0,193380412.3,512267442.0
